Emotion Label,User Input,Bot Response,Context (Optional)
Neutral,What is non-verbal communication?,"Non-verbal communication includes gestures, body language, and facial expressions.",
Neutral,Tell me about barriers to communication,"Barriers to communication include noise, distractions, and misunderstandings.",
Neutral,How do I communicate effectively?,"Effective communication requires clarity, listening, and mutual respect.",
Neutral,How can I build rapport?,Building rapport involves finding common ground and showing genuine interest.,
Neutral,Can you explain open-ended questions?,Open-ended questions encourage detailed responses and keep conversations going.,
Neutral,Why is communication important in relationships?,Communication strengthens relationships by fostering understanding and trust.,
Neutral,Why is communication important in relationships?,Communication strengthens relationships by fostering understanding and trust.,
Neutral,Hello,Hello! How can I assist you today?,
Neutral,How can I enhance my public speaking?,"Enhance public speaking by practicing, staying organized, and engaging the audience.",
Neutral,Can you explain open-ended questions?,Open-ended questions encourage detailed responses and keep conversations going.,
Neutral,How can I improve my confidence while speaking?,Improving confidence requires practice and focusing on positive outcomes.,
Neutral,How can I enhance my public speaking?,"Enhance public speaking by practicing, staying organized, and engaging the audience.",
Neutral,How do I give feedback?,"When giving feedback, be specific, timely, and focus on behavior, not the person.",
Neutral,Why is communication important in relationships?,Communication strengthens relationships by fostering understanding and trust.,
Neutral,What is communication?,Communication is the exchange of information between individuals.,
Neutral,How do I communicate effectively?,"Effective communication requires clarity, listening, and mutual respect.",
Neutral,What are communication channels?,"Communication channels include face-to-face, email, phone calls, and written messages.",
Neutral,How can I improve my confidence while speaking?,Improving confidence requires practice and focusing on positive outcomes.,
Neutral,What role does tone play in communication?,"Tone adds meaning to words, reflecting emotions and intent.",
